Temperature,Relative_Humidity,Wind_Speed,Soil_Temperature,Soil_Moisture,CAUTION
25.45,94,9.11,27.13,0.26,0
25.43,93,2.60,25.94,0.28,0
25.02,94,2.90,25.64,0.28,0
24.66,96,3.08,25.35,0.28,0
24.39,96,2.97,25.08,0.28,0
24.24,94,3.67,24.82,0.28,0
24.17,95,4.32,24.58,0.28,0
24.83,93,5.40,24.42,0.28,0
27.18,87,5.76,24.64,0.28,0
28.83,80,5.77,25.12,0.28,0
29.05,63,8.40,27.52,0.28,1
28.48,85,4.80,25.77,0.30,0
28.12,82,4.69,25.98,0.30,0
27.89,82,4.58,26.35,0.30,0
29.13,79,4.51,26.61,0.30,0
29.36,77,4.10,26.94,0.29,1
29.28,76,3.26,27.21,0.29,0
29.13,76,2.52,27.40,0.29,0
29.09,77,1.94,27.51,0.29,0
27.89,81,1.80,27.49,0.29,0
28.05,79,2.88,28.58,0.29,0
27.42,82,3.71,28.10,0.28,0
27.01,84,4.33,27.68,0.28,0
26.67,85,4.51,27.31,0.28,0
26.37,86,4.90,27.00,0.28,0
26.16,87,5.09,26.71,0.28,0
26.20,87,5.04,26.51,0.28,0
25.87,88,5.86,26.32,0.28,0
25.69,88,6.73,26.10,0.28,0
25.57,88,6.12,25.87,0.28,0
25.38,89,6.37,25.66,0.28,0
25.27,90,6.64,25.51,0.28,0
26.00,89,5.86,25.48,0.28,0
28.41,80,4.90,25.69,0.28,0
30.07,76,3.22,26.24,0.28,0
29.97,83,3.26,26.67,0.29,0
29.79,84,3.96,26.96,0.30,0
28.65,81,4.02,27.14,0.30,0
28.27,81,4.45,27.38,0.30,0
29.10,83,5.01,27.57,0.30,0
29.17,85,4.68,27.74,0.30,0
27.92,82,5.00,28.03,0.30,0
28.23,85,4.90,28.06,0.30,0
27.37,91,5.32,27.96,0.29,0
27.02,93,5.41,27.85,0.29,0
27.00,93,3.67,27.64,0.28,0
26.75,93,3.08,27.40,0.28,0
26.48,94,3.10,27.11,0.28,0
26.09,96,4.80,26.83,0.28,0
25.53,99,7.34,26.55,0.28,0
25.44,98,7.99,26.36,0.28,0
25.37,97,8.05,26.23,0.28,0
25.26,97,8.21,26.09,0.28,0
25.06,97,7.63,25.95,0.28,0
24.78,98,7.57,25.80,0.28,0
24.93,97,7.73,25.66,0.28,0
26.28,93,7.99,25.69,0.28,0
28.19,81,7.70,25.98,0.28,0
29.48,74,8.09,26.46,0.28,0
30.18,70,8.40,27.07,0.28,1
30.55,68,8.85,27.65,0.28,1
30.70,68,9.50,28.24,0.27,1
30.53,68,9.98,28.68,0.27,1
30.33,69,10.83,29.05,0.27,1
29.96,70,10.83,29.30,0.27,0
29.36,72,10.50,29.39,0.27,0
28.63,76,9.57,29.33,0.27,0
27.40,82,8.09,29.09,0.27,0
26.50,94,1.08,27.30,0.30,0
26.02,96,1.44,26.93,0.30,0
25.59,97,2.28,26.56,0.30,0
25.42,98,3.55,26.18,0.29,0
25.22,98,4.55,25.91,0.29,0
25.12,97,5.86,25.78,0.29,0
24.96,97,6.52,25.67,0.29,0
24.79,97,6.48,25.55,0.29,0
24.64,97,7.20,25.43,0.29,0
24.55,97,7.20,25.32,0.29,0
24.45,97,7.20,25.21,0.29,0
24.49,97,7.56,25.11,0.29,0
25.18,95,7.57,25.13,0.28,0
27.27,90,7.77,25.36,0.28,0
28.69,85,7.29,25.70,0.28,0
28.00,84,6.76,25.87,0.29,0
28.08,84,7.29,26.08,0.29,0
27.81,85,6.99,26.21,0.29,0
27.75,85,6.61,26.31,0.29,0
27.99,85,6.64,26.49,0.30,0
27.62,85,6.37,26.59,0.30,0
27.26,87,5.99,26.80,0.30,0
27.69,87,5.32,26.91,0.30,0
26.82,89,4.69,26.85,0.30,0
27.37,90,0.36,27.66,0.30,0
27.23,92,1.48,27.48,0.30,0
27.13,93,2.62,27.34,0.29,0
26.91,92,3.08,27.15,0.29,0
26.70,93,3.88,26.96,0.29,0
26.64,94,4.02,26.80,0.29,0
26.36,94,5.00,26.64,0.29,0
25.72,96,5.80,26.35,0.29,0
25.45,95,5.12,26.07,0.29,0
25.29,94,4.84,25.82,0.29,0
25.17,93,4.61,25.59,0.28,0
25.46,94,5.12,25.41,0.28,0
27.42,90,4.58,25.53,0.28,0
28.89,82,4.39,25.88,0.28,0
29.30,85,3.55,26.12,0.29,0
28.48,85,3.76,26.34,0.30,0
28.68,81,4.10,26.50,0.30,0
28.15,81,4.55,26.79,0.30,0
29.26,79,3.88,27.00,0.30,0
29.08,78,3.89,27.27,0.30,0
29.72,82,3.26,27.46,0.30,0
28.24,89,3.26,27.60,0.29,0
28.91,82,4.02,27.64,0.29,0
28.00,86,5.35,27.60,0.29,0
27.81,92,6.64,27.93,0.31,0
27.47,92,7.17,27.67,0.30,0
27.20,92,7.57,27.43,0.30,0
26.93,92,8.23,27.17,0.30,0
26.69,92,8.21,26.93,0.30,0
26.40,91,7.99,26.69,0.30,0
26.02,91,9.06,26.45,0.30,0
25.35,92,10.14,26.20,0.30,0
24.93,91,9.42,25.92,0.29,0
24.43,92,9.03,25.62,0.29,0
24.11,93,9.42,25.38,0.29,0
24.48,92,9.00,25.18,0.29,0
25.87,93,7.95,25.17,0.29,0
27.85,84,8.40,25.38,0.29,0
29.05,78,8.05,25.70,0.29,0
30.73,70,7.42,26.27,0.29,1
31.87,66,7.86,26.95,0.29,1
32.24,64,7.57,27.60,0.29,1
31.24,69,6.48,27.93,0.28,1
31.23,68,6.57,28.17,0.28,1
30.89,71,7.29,28.33,0.28,1
30.12,75,7.57,28.41,0.28,1
29.43,81,7.90,28.46,0.28,0
28.73,85,8.89,28.35,0.28,0
28.61,84,12.90,29.59,0.28,0
28.01,87,11.89,29.12,0.28,0
27.89,87,10.30,28.74,0.28,0
27.70,87,9.00,28.38,0.28,0
27.50,87,7.92,28.08,0.28,0
26.97,88,7.77,27.81,0.28,0
26.60,88,7.57,27.58,0.28,0
26.19,87,7.41,27.35,0.28,0
25.82,87,6.03,27.14,0.28,0
25.67,87,5.05,26.90,0.28,0
25.64,87,5.69,26.71,0.28,0
25.82,87,7.29,26.51,0.28,0
26.96,87,9.67,26.48,0.28,0
28.86,79,11.20,26.64,0.28,0
30.23,74,10.80,27.03,0.28,1
30.84,71,9.69,27.47,0.27,1
30.45,73,9.42,27.86,0.27,1
30.14,80,9.78,27.98,0.27,1
30.94,69,10.54,28.19,0.27,1
31.31,66,11.17,28.48,0.27,1
31.01,68,10.24,28.63,0.27,1
30.44,73,9.42,28.69,0.27,1
29.95,80,8.47,28.68,0.27,1
28.72,83,8.23,28.54,0.27,0
29.64,81,12.73,29.85,0.27,0
29.16,82,12.18,29.45,0.27,0
28.78,83,10.97,29.11,0.27,0
28.40,83,9.83,28.75,0.27,0
27.75,84,9.03,28.45,0.27,0
26.97,86,8.23,28.14,0.27,0
26.42,85,7.79,27.88,0.27,0
25.89,85,7.93,27.59,0.27,0
25.42,85,8.40,27.31,0.27,0
24.94,84,9.18,27.02,0.27,0
24.09,85,10.32,26.69,0.27,0
23.99,86,10.19,26.35,0.27,0
27.05,84,7.39,26.31,0.27,0
30.63,69,8.50,26.65,0.27,1
32.23,64,9.09,27.16,0.27,1
33.20,60,9.79,27.78,0.27,1
31.08,70,10.46,28.07,0.27,1
31.11,72,8.91,28.28,0.27,1
34.18,57,9.18,28.89,0.27,1
34.45,55,7.90,29.46,0.27,1
34.45,56,5.69,29.91,0.26,1
34.06,57,4.55,30.22,0.26,1
33.21,63,3.60,30.36,0.26,1
31.46,70,3.10,30.32,0.26,1
30.14,74,6.15,29.59,0.27,1
29.48,76,7.07,29.24,0.27,1
28.84,77,7.24,28.93,0.27,0
27.87,80,7.92,28.58,0.27,0
26.65,83,8.31,28.19,0.27,0
25.64,85,8.43,27.77,0.27,0
25.01,85,10.69,27.41,0.27,0
24.28,85,11.75,27.04,0.27,0
23.81,84,12.23,26.69,0.27,0
23.59,82,12.50,26.34,0.27,0
23.46,81,13.04,26.03,0.27,0
23.62,82,13.39,25.73,0.27,0
26.48,82,13.18,25.69,0.27,0
30.35,68,14.48,26.01,0.26,1
32.13,61,17.34,26.52,0.26,1
32.99,58,17.38,27.13,0.26,1
33.71,57,16.08,27.76,0.26,1
34.27,55,14.33,28.40,0.26,1
34.52,54,13.10,28.96,0.26,1
34.42,53,11.61,29.46,0.26,1
32.15,61,8.28,29.68,0.26,1
33.30,59,5.51,29.88,0.26,1
32.37,66,3.22,29.98,0.26,1
30.83,71,1.30,29.87,0.26,1
27.38,84,11.09,28.20,0.26,0
26.27,85,12.98,27.56,0.27,0
25.21,86,14.19,26.96,0.27,0
24.23,86,14.40,26.40,0.27,0
23.42,87,13.68,25.87,0.27,0
22.93,87,13.10,25.55,0.27,0
23.23,85,12.03,25.28,0.27,0
23.43,83,10.74,25.07,0.27,0
23.97,81,10.46,24.92,0.27,0
23.81,82,10.80,24.77,0.27,0
23.30,85,10.30,24.61,0.27,0
23.58,86,9.45,24.40,0.27,0
26.68,84,8.16,24.53,0.26,0
29.73,72,8.89,25.25,0.27,0
31.21,67,8.91,26.08,0.27,1
32.32,63,7.97,27.01,0.27,1
33.03,62,6.61,27.89,0.27,1
32.24,63,4.90,28.37,0.27,1
33.44,57,5.41,28.94,0.27,1
33.42,56,6.03,29.49,0.27,1
33.16,56,7.10,29.88,0.26,1
32.61,57,8.85,30.11,0.26,1
31.73,63,10.64,30.16,0.26,1
29.77,70,11.44,29.94,0.26,1
28.57,74,11.77,29.39,0.26,0
27.54,78,10.59,28.26,0.26,0
26.74,81,11.97,27.28,0.27,0
25.97,82,11.16,26.38,0.27,0
25.14,84,9.83,25.59,0.27,0
23.91,88,9.03,25.25,0.27,0
23.01,90,9.50,24.95,0.27,0
22.21,91,10.44,24.64,0.27,0
21.53,92,10.51,24.33,0.27,0
21.05,91,10.38,24.00,0.27,0
20.69,91,10.69,23.69,0.27,0
20.97,89,10.99,23.39,0.27,0
24.73,84,10.14,23.44,0.26,0
28.98,71,9.03,24.43,0.27,0
30.86,67,9.35,25.54,0.27,1
32.22,62,7.56,26.73,0.26,1
33.13,58,4.55,27.86,0.26,1
33.65,57,3.42,28.64,0.26,1
33.74,56,4.38,29.29,0.26,1
33.51,56,4.51,29.84,0.26,1
33.02,57,4.84,30.20,0.26,1
32.32,59,4.51,30.40,0.26,1
31.24,66,4.55,30.40,0.26,1
29.19,76,5.05,30.14,0.26,0
28.12,81,4.02,29.61,0.26,0
27.44,83,5.94,28.49,0.26,0
26.97,86,6.62,27.59,0.27,0
26.49,86,7.75,26.85,0.27,0
26.13,86,8.37,26.27,0.27,0
25.75,87,8.29,26.10,0.27,0
25.41,87,8.91,25.94,0.27,0
24.17,90,8.40,25.73,0.27,0
23.52,91,8.21,25.43,0.27,0
22.92,91,7.99,25.13,0.27,0
22.43,91,7.79,24.84,0.27,0
22.61,89,7.49,24.57,0.27,0
25.78,85,5.63,24.60,0.27,0
29.24,72,5.45,25.28,0.27,0
30.81,68,4.32,26.13,0.27,1
31.85,65,3.71,27.08,0.27,1
32.58,63,4.10,28.01,0.26,1
32.91,61,4.45,28.73,0.26,1
32.99,60,4.69,29.33,0.26,1
32.77,60,4.33,29.84,0.26,1
32.33,60,3.76,30.19,0.26,1
31.68,62,3.32,30.37,0.26,1
30.75,68,4.10,30.36,0.26,1
28.88,76,4.21,30.09,0.26,0
27.84,81,5.05,29.54,0.26,0
27.39,84,4.39,28.41,0.26,0
26.96,87,5.24,27.42,0.27,0
26.58,89,5.41,26.54,0.27,0
26.07,92,5.35,25.81,0.28,0
25.59,90,6.41,25.54,0.27,0
24.99,91,6.37,25.28,0.27,0
24.40,91,6.37,25.02,0.27,0
23.83,91,5.86,24.77,0.27,0
23.13,92,6.37,24.51,0.27,0
22.61,93,5.86,24.26,0.27,0
23.15,90,6.41,24.03,0.27,0
26.14,87,5.12,24.16,0.27,0
28.98,76,4.69,25.01,0.27,0
30.39,72,4.02,25.99,0.27,1
31.40,69,4.33,27.03,0.27,1
31.98,65,4.35,27.98,0.27,1
32.27,62,4.33,28.65,0.26,1
32.34,61,5.51,29.21,0.26,1
32.10,62,6.44,29.69,0.26,1
31.62,63,7.10,30.00,0.26,1
30.83,66,6.70,30.14,0.26,1
29.78,69,6.79,30.08,0.26,0
27.91,77,5.63,29.76,0.26,0
26.92,81,4.21,29.19,0.26,0
26.62,83,5.01,28.09,0.26,0
26.36,86,3.67,27.13,0.27,0
26.19,88,2.81,26.25,0.27,0
25.72,92,5.24,25.53,0.27,0
25.10,92,6.84,25.23,0.27,0
24.57,93,7.93,24.96,0.27,0
24.08,93,8.67,24.66,0.27,0
23.55,94,9.01,24.41,0.27,0
23.01,95,9.36,24.16,0.27,0
22.52,95,9.72,23.93,0.27,0
22.92,94,11.17,23.73,0.27,0
25.82,90,11.17,23.86,0.27,0
28.30,80,11.16,24.70,0.27,0
29.98,73,10.48,25.67,0.27,0
31.32,67,10.00,26.72,0.27,1
32.21,63,10.50,27.74,0.27,1
32.60,62,12.31,28.48,0.26,1
32.54,62,14.21,29.10,0.26,1
32.12,65,14.87,29.61,0.26,1
31.60,67,15.63,29.94,0.26,1
30.53,70,15.33,30.07,0.26,1
28.93,76,13.71,29.97,0.26,0
27.55,83,12.18,29.62,0.26,0
26.81,86,11.77,29.09,0.26,0
26.58,88,9.18,28.07,0.26,0
26.49,88,6.62,27.16,0.26,0
26.33,88,5.69,26.34,0.27,0
25.89,90,5.24,25.65,0.27,0
25.29,93,6.12,25.36,0.27,0
24.93,92,7.20,25.10,0.27,0
24.49,92,8.28,24.84,0.27,0
23.87,93,9.42,24.61,0.27,0
23.31,94,9.83,24.39,0.27,0
22.91,94,9.06,24.17,0.27,0
23.49,92,9.18,23.99,0.26,0
26.38,88,7.77,24.14,0.26,0
28.98,76,7.99,24.96,0.27,0
30.48,71,6.13,25.91,0.27,1
31.65,67,5.50,26.94,0.27,1
32.51,65,7.49,27.94,0.27,1
32.90,63,8.44,28.71,0.27,1
32.87,62,9.66,29.34,0.27,1
32.52,64,10.93,29.83,0.26,1
30.99,68,10.83,29.91,0.26,1
30.99,68,10.24,30.03,0.26,1
29.96,72,9.37,30.00,0.26,1
28.49,78,7.57,29.73,0.26,0
27.42,82,6.16,29.23,0.26,0
26.96,84,3.96,28.70,0.26,0
26.62,86,1.80,28.20,0.26,0
26.32,87,2.52,27.69,0.26,0
25.79,90,4.02,27.25,0.26,0
26.18,87,5.09,26.71,0.28,0
26.22,87,5.04,26.51,0.28,0
25.89,88,5.86,26.32,0.28,0
25.71,88,6.73,26.10,0.28,0
25.59,88,6.12,25.87,0.28,0
25.40,89,6.37,25.66,0.28,0
25.29,90,6.64,25.51,0.28,0
26.02,89,5.86,25.48,0.28,0
28.43,80,4.90,25.69,0.28,0
30.09,76,3.22,26.24,0.28,1
29.99,83,3.26,26.67,0.29,0
29.81,84,3.96,26.96,0.30,0
28.67,81,4.02,27.14,0.30,0
28.29,81,4.45,27.38,0.30,0
29.12,83,5.01,27.57,0.30,0
29.19,85,4.68,27.74,0.30,1
27.94,82,5.00,28.03,0.30,0
28.25,85,4.90,28.06,0.30,0
27.39,91,5.32,27.96,0.29,0
27.04,93,5.41,27.85,0.29,0
27.02,93,3.67,27.64,0.28,0
26.77,93,3.08,27.40,0.28,0
26.50,94,3.10,27.11,0.28,0
26.11,96,4.80,26.83,0.28,0
25.55,99,7.34,26.55,0.28,0
25.46,98,7.99,26.36,0.28,0
25.39,97,8.05,26.23,0.28,0
25.28,97,8.21,26.09,0.28,0
25.08,97,7.63,25.95,0.28,0
24.80,98,7.57,25.80,0.28,0
24.95,97,7.73,25.66,0.28,0
26.30,93,7.99,25.69,0.28,0
28.21,81,7.70,25.98,0.28,0
29.50,74,8.09,26.46,0.28,1
30.20,70,8.40,27.07,0.28,1
30.57,68,8.85,27.65,0.28,1
30.72,68,9.50,28.24,0.27,1
30.55,68,9.98,28.68,0.27,1
30.35,69,10.83,29.05,0.27,1
29.98,70,10.83,29.30,0.27,1
29.38,72,10.50,29.39,0.27,1
28.65,76,9.57,29.33,0.27,0
27.42,82,8.09,29.09,0.27,0
26.52,94,1.08,27.30,0.30,0
26.04,96,1.44,26.93,0.30,0
25.61,97,2.28,26.56,0.30,0
25.44,98,3.55,26.18,0.29,0
25.24,98,4.55,25.91,0.29,0
25.14,97,5.86,25.78,0.29,0
24.98,97,6.52,25.67,0.29,0
24.81,97,6.48,25.55,0.29,0
24.66,97,7.20,25.43,0.29,0
24.57,97,7.20,25.32,0.29,0
24.47,97,7.20,25.21,0.29,0
24.51,97,7.56,25.11,0.29,0
25.20,95,7.57,25.13,0.28,0
27.29,90,7.77,25.36,0.28,0
28.71,85,7.29,25.70,0.28,0
28.02,84,6.76,25.87,0.29,0
28.10,84,7.29,26.08,0.29,0
27.83,85,6.99,26.21,0.29,0
27.77,85,6.61,26.31,0.29,0
28.01,85,6.64,26.49,0.30,0
27.64,85,6.37,26.59,0.30,0
27.28,87,5.99,26.80,0.30,0
27.71,87,5.32,26.91,0.30,0
26.84,89,4.69,26.85,0.30,0
27.39,90,0.36,27.66,0.30,0
27.25,92,1.48,27.48,0.30,0
27.15,93,2.62,27.34,0.29,0
26.93,92,3.08,27.15,0.29,0
26.72,93,3.88,26.96,0.29,0
26.66,94,4.02,26.80,0.29,0
26.38,94,5.00,26.64,0.29,0
25.74,96,5.80,26.35,0.29,0
25.47,95,5.12,26.07,0.29,0
25.31,94,4.84,25.82,0.29,0
25.19,93,4.61,25.59,0.28,0
25.48,94,5.12,25.41,0.28,0
27.44,90,4.58,25.53,0.28,0
28.91,82,4.39,25.88,0.28,0
29.32,85,3.55,26.12,0.29,0
28.50,85,3.76,26.34,0.30,0
28.70,81,4.10,26.50,0.30,0
28.17,81,4.55,26.79,0.30,0
29.28,79,3.88,27.00,0.30,0
29.10,78,3.89,27.27,0.30,0
29.74,82,3.26,27.46,0.30,0
28.26,89,3.26,27.60,0.29,0
28.93,82,4.02,27.64,0.29,0
28.02,86,5.35,27.60,0.29,0
27.83,92,6.64,27.93,0.31,0
27.49,92,7.17,27.67,0.30,0
27.22,92,7.57,27.43,0.30,0
26.95,92,8.23,27.17,0.30,0
26.71,92,8.21,26.93,0.30,0
26.42,91,7.99,26.69,0.30,0
26.04,91,9.06,26.45,0.30,0
25.37,92,10.14,26.20,0.30,0
24.95,91,9.42,25.92,0.29,0
24.45,92,9.03,25.62,0.29,0
24.13,93,9.42,25.38,0.29,0
24.50,92,9.00,25.18,0.29,0
25.89,93,7.95,25.17,0.29,0
27.87,84,8.40,25.38,0.29,0
29.07,78,8.05,25.70,0.29,1
30.75,70,7.42,26.27,0.29,1
31.89,66,7.86,26.95,0.29,1
32.26,64,7.57,27.60,0.29,1
31.26,69,6.48,27.93,0.28,1
31.25,68,6.57,28.17,0.28,1
30.91,71,7.29,28.33,0.28,1
30.14,75,7.57,28.41,0.28,1
29.45,81,7.90,28.46,0.28,1
28.75,85,8.89,28.35,0.28,0
28.63,84,12.90,29.59,0.28,0
28.03,87,11.89,29.12,0.28,0
27.91,87,10.30,28.74,0.28,0
27.72,87,9.00,28.38,0.28,0
27.52,87,7.92,28.08,0.28,0
26.99,88,7.77,27.81,0.28,0
26.62,88,7.57,27.58,0.28,0
26.21,87,7.41,27.35,0.28,0
25.84,87,6.03,27.14,0.28,0
25.69,87,5.05,26.90,0.28,0
25.66,87,5.69,26.71,0.28,0
25.84,87,7.29,26.51,0.28,0
26.98,87,9.67,26.48,0.28,0
28.88,79,11.20,26.64,0.28,0
30.25,74,10.80,27.03,0.28,1
30.86,71,9.69,27.47,0.27,1
30.47,73,9.42,27.86,0.27,1
30.16,80,9.78,27.98,0.27,1
30.96,69,10.54,28.19,0.27,1
31.33,66,11.17,28.48,0.27,1
31.03,68,10.24,28.63,0.27,1
30.46,73,9.42,28.69,0.27,1
29.97,80,8.47,28.68,0.27,1
28.74,83,8.23,28.54,0.27,0
29.66,81,12.73,29.85,0.27,0
29.18,82,12.18,29.45,0.27,0
28.80,83,10.97,29.11,0.27,0
28.42,83,9.83,28.75,0.27,0
27.77,84,9.03,28.45,0.27,0
26.99,86,8.23,28.14,0.27,0
26.44,85,7.79,27.88,0.27,0
25.91,85,7.93,27.59,0.27,0
25.44,85,8.40,27.31,0.27,0
24.96,84,9.18,27.02,0.27,0
24.11,85,10.32,26.69,0.27,0
24.01,86,10.19,26.35,0.27,0
27.07,84,7.39,26.31,0.27,0
30.65,69,8.50,26.65,0.27,1
32.25,64,9.09,27.16,0.27,1
33.22,60,9.79,27.78,0.27,1
31.10,70,10.46,28.07,0.27,1
31.13,72,8.91,28.28,0.27,1
34.20,57,9.18,28.89,0.27,1
34.47,55,7.90,29.46,0.27,1
34.47,56,5.69,29.91,0.26,1
34.08,57,4.55,30.22,0.26,1
33.23,63,3.60,30.36,0.26,1
31.48,70,3.10,30.32,0.26,1
30.16,74,6.15,29.59,0.27,1
29.50,76,7.07,29.24,0.27,1
28.86,77,7.24,28.93,0.27,0
27.89,80,7.92,28.58,0.27,0
26.67,83,8.31,28.19,0.27,0
25.66,85,8.43,27.77,0.27,0
25.03,85,10.69,27.41,0.27,0
24.30,85,11.75,27.04,0.27,0
23.83,84,12.23,26.69,0.27,0
23.61,82,12.50,26.34,0.27,0
23.48,81,13.04,26.03,0.27,0
23.64,82,13.39,25.73,0.27,0
26.50,82,13.18,25.69,0.27,0
30.37,68,14.48,26.01,0.26,1
32.15,61,17.34,26.52,0.26,1
33.01,58,17.38,27.13,0.26,1
33.73,57,16.08,27.76,0.26,1
34.29,55,14.33,28.40,0.26,1
34.54,54,13.10,28.96,0.26,1
34.44,53,11.61,29.46,0.26,1
32.17,61,8.28,29.68,0.26,1
33.32,59,5.51,29.88,0.26,1
32.39,66,3.22,29.98,0.26,1
30.85,71,1.30,29.87,0.26,1
27.40,84,11.09,28.20,0.26,0
26.42,87,11.02,27.84,0.26,0
25.45,90,10.69,27.45,0.26,0
24.64,92,10.74,27.06,0.26,0
23.96,93,10.59,26.69,0.26,0
23.51,93,11.68,26.32,0.26,0
23.10,92,11.59,25.97,0.26,0
22.77,92,10.46,25.62,0.26,0
22.83,90,9.67,25.30,0.26,0
23.10,89,8.94,25.05,0.26,0
23.21,88,8.09,24.84,0.26,0
23.78,87,8.70,24.64,0.26,0
26.93,85,8.12,24.77,0.26,0
29.52,71,8.71,25.23,0.26,1
31.10,67,9.42,25.86,0.26,1
32.25,63,8.67,26.62,0.26,1
32.95,60,8.35,27.39,0.26,1
33.47,57,7.77,28.14,0.26,1
33.72,54,7.07,28.79,0.26,1
33.73,54,6.49,29.36,0.25,1
33.51,54,5.41,29.79,0.25,1
33.05,55,5.24,30.07,0.25,1
32.30,59,5.63,30.15,0.25,1
30.59,65,6.19,30.04,0.25,1
28.59,74,11.77,29.39,0.26,0
27.56,78,10.59,28.26,0.26,0
26.76,81,11.97,27.28,0.27,0
25.99,82,11.16,26.38,0.27,0
25.16,84,9.83,25.59,0.27,0
23.93,88,9.03,25.25,0.27,0
23.03,90,9.50,24.95,0.27,0
22.23,91,10.44,24.64,0.27,0
21.55,92,10.51,24.33,0.27,0
21.07,91,10.38,24.00,0.27,0
20.71,91,10.69,23.69,0.27,0
20.99,89,10.99,23.39,0.27,0
24.75,84,10.14,23.44,0.26,0
29.00,71,9.03,24.43,0.27,1
30.88,67,9.35,25.54,0.27,1
32.24,62,7.56,26.73,0.26,1
33.15,58,4.55,27.86,0.26,1
33.67,57,3.42,28.64,0.26,1
33.76,56,4.38,29.29,0.26,1
33.53,56,4.51,29.84,0.26,1
33.04,57,4.84,30.20,0.26,1
32.34,59,4.51,30.40,0.26,1
31.26,66,4.55,30.40,0.26,1
29.21,76,5.05,30.14,0.26,1
28.14,81,4.02,29.61,0.26,0
27.46,83,5.94,28.49,0.26,0
26.99,86,6.62,27.59,0.27,0
26.51,86,7.75,26.85,0.27,0
26.15,86,8.37,26.27,0.27,0
25.77,87,8.29,26.10,0.27,0
25.43,87,8.91,25.94,0.27,0
24.19,90,8.40,25.73,0.27,0
23.54,91,8.21,25.43,0.27,0
22.94,91,7.99,25.13,0.27,0
22.45,91,7.79,24.84,0.27,0
22.63,89,7.49,24.57,0.27,0
25.80,85,5.63,24.60,0.27,0
29.26,72,5.45,25.28,0.27,1
30.83,68,4.32,26.13,0.27,1
31.87,65,3.71,27.08,0.27,1
32.60,63,4.10,28.01,0.26,1
32.93,61,4.45,28.73,0.26,1
33.01,60,4.69,29.33,0.26,1
32.79,60,4.33,29.84,0.26,1
32.35,60,3.76,30.19,0.26,1
31.70,62,3.32,30.37,0.26,1
30.77,68,4.10,30.36,0.26,1
28.90,76,4.21,30.09,0.26,0
27.86,81,5.05,29.54,0.26,0
27.41,84,4.39,28.41,0.26,0
26.98,87,5.24,27.42,0.27,0
26.60,89,5.41,26.54,0.27,0
26.09,92,5.35,25.81,0.28,0
25.61,90,6.41,25.54,0.27,0
25.01,91,6.37,25.28,0.27,0
24.42,91,6.37,25.02,0.27,0
23.85,91,5.86,24.77,0.27,0
23.15,92,6.37,24.51,0.27,0
22.63,93,5.86,24.26,0.27,0
23.17,90,6.41,24.03,0.27,0
26.16,87,5.12,24.16,0.27,0
29.00,76,4.69,25.01,0.27,0
30.41,72,4.02,25.99,0.27,1
31.42,69,4.33,27.03,0.27,1
32.00,65,4.35,27.98,0.27,1
32.29,62,4.33,28.65,0.26,1
32.36,61,5.51,29.21,0.26,1
32.12,62,6.44,29.69,0.26,1
31.64,63,7.10,30.00,0.26,1
30.85,66,6.70,30.14,0.26,1
29.80,69,6.79,30.08,0.26,1
27.93,77,5.63,29.76,0.26,0
26.94,81,4.21,29.19,0.26,0
26.64,83,5.01,28.09,0.26,0
26.38,86,3.67,27.13,0.27,0
26.21,88,2.81,26.25,0.27,0
25.74,92,5.24,25.53,0.27,0
25.12,92,6.84,25.23,0.27,0
24.59,93,7.93,24.96,0.27,0
24.10,93,8.67,24.66,0.27,0
23.57,94,9.01,24.41,0.27,0
23.03,95,9.36,24.16,0.27,0
22.54,95,9.72,23.93,0.27,0
22.94,94,11.17,23.73,0.27,0
25.84,90,11.17,23.86,0.27,0
28.32,80,11.16,24.70,0.27,0
30.00,73,10.48,25.67,0.27,1
31.34,67,10.00,26.72,0.27,1
32.23,63,10.50,27.74,0.27,1
32.62,62,12.31,28.48,0.26,1
32.56,62,14.21,29.10,0.26,1
32.14,65,14.87,29.61,0.26,1
31.62,67,15.63,29.94,0.26,1
30.55,70,15.33,30.07,0.26,1
28.95,76,13.71,29.97,0.26,0
27.57,83,12.18,29.62,0.26,0
26.83,86,11.77,29.09,0.26,0
26.60,88,9.18,28.07,0.26,0
26.51,88,6.62,27.16,0.26,0
26.35,88,5.69,26.34,0.27,0
25.91,90,5.24,25.65,0.27,0
25.31,93,6.12,25.36,0.27,0
24.95,92,7.20,25.10,0.27,0
24.51,92,8.28,24.84,0.27,0
23.89,93,9.42,24.61,0.27,0
23.33,94,9.83,24.39,0.27,0
22.93,94,9.06,24.17,0.27,0
23.51,92,9.18,23.99,0.26,0
26.40,88,7.77,24.14,0.26,0
29.00,76,7.99,24.96,0.27,0
30.50,71,6.13,25.91,0.27,1
31.67,67,5.50,26.94,0.27,1
32.53,65,7.49,27.94,0.27,1
32.92,63,8.44,28.71,0.27,1
32.89,62,9.66,29.34,0.27,1
32.54,64,10.93,29.83,0.26,1
31.01,68,10.83,29.91,0.26,1
31.01,68,10.24,30.03,0.26,1
29.98,72,9.37,30.00,0.26,1
28.51,78,7.57,29.73,0.26,0
27.44,82,6.16,29.23,0.26,0
26.96,85,4.33,28.16,0.26,0
26.60,88,0.80,27.22,0.27,0
26.01,91,2.90,26.36,0.27,0
25.34,93,5.48,25.63,0.28,0
